date,flight_id,callsign,icao24,operation,runway,event_time,event_time_utc,event_lat,event_lon,event_geoaltitude_m,threshold_lat,threshold_lon,threshold_distance_m,comparison_time,comparison_time_utc,comparison_geoaltitude_m,altitude_delta_m,distance_delta_m
2026-04-01,JIA5113M1a67b75,JIA5113M1,a67b75,arrival,18R,1775041679,2026-04-01T11:07:59Z,32.937835693359375,-97.02597656249998,274.32,32.915813194444446,-97.05464552777778,3627.160782812147,1775039279,2026-04-01T10:27:59Z,10035.54,-9761.220000000001,-389891.34386743425
2026-04-01,JBU2282M1a6f2b7,JBU2282M1,a6f2b7,departure,18R,1775041739,2026-04-01T11:08:59Z,32.891995704780186,-97.02996078802612,358.14,32.915813194444446,-97.05464552777778,3510.650511554828,1775043599,2026-04-01T11:39:59Z,12252.96,11894.82,380166.6665673249
2026-04-01,AAL2949M1ad6884,AAL2949M1,ad6884,departure,17L,1775041859,2026-04-01T11:10:59Z,32.87260437011719,-97.02987670898438,556.26,32.89832038888889,-97.00977861111112,3420.332594620362,1775043659,2026-04-01T11:40:59Z,12222.48,11666.22,355078.599118755
2026-04-01,ASA584M1a3133c,ASA584M1,a3133c,departure,18R,1775042159,2026-04-01T11:15:59Z,32.87458516783634,-97.05070028499682,480.06,32.915813194444446,-97.05464552777778,4599.12224385646,1775044379,2026-04-01T11:52:59Z,11338.56,10858.5,393266.7377606304
2026-04-01,AAL1285M1acf975,AAL1285M1,acf975,departure,18R,1775042639,2026-04-01T11:23:59Z,32.8831787109375,-97.05097045898437,373.38,32.915813194444446,-97.05464552777778,3644.973976139617,1775044619,2026-04-01T11:56:59Z,11590.02,11216.640000000001,360628.56059544545
2026-04-01,FFT1270M1a82d14,FFT1270M1,a82d14,departure,18R,1775042639,2026-04-01T11:23:59Z,32.89534746590307,-97.02996078802612,304.8,32.915813194444446,-97.05464552777778,3238.7144366890093,1775044379,2026-04-01T11:52:59Z,11658.6,11353.800000000001,358883.2504279549
2026-04-01,JIA5463M1a71aa5,JIA5463M1,a71aa5,arrival,18R,1775042759,2026-04-01T11:25:59Z,32.93229675292969,-97.02586669921874,259.08,32.915813194444446,-97.05464552777778,3251.8658868287657,1775040299,2026-04-01T10:44:59Z,11346.18,-11087.1,-388055.4471342224
2026-04-01,AAL2770M1ad036e,AAL2770M1,ad036e,arrival,17L,1775042879,2026-04-01T11:27:59Z,32.93645309189618,-97.02586894132652,274.32,32.89832038888889,-97.00977861111112,4498.30550458041,1775040479,2026-04-01T10:47:59Z,11323.320000000002,-11049.000000000002,-352112.773328444
2026-04-01,AAL1209M1a5c4de,AAL1209M1,a5c4de,arrival,17L,1775042999,2026-04-01T11:29:59Z,32.91592355501854,-97.05462397361288,175.26000000000002,32.89832038888889,-97.00977861111112,4621.478530844835,1775040479,2026-04-01T10:47:59Z,9144.0,-8968.74,-494655.05720866914
2026-04-01,AAL102M1aaffa2,AAL102M1,aaffa2,arrival,17L,1775043119,2026-04-01T11:31:59Z,32.920989990234375,-97.05465087890622,205.74,32.89832038888889,-97.00977861111112,4888.854946834147,1775041019,2026-04-01T10:56:59Z,12252.96,-12047.22,-382036.60207600286
